0,40.0,20.0,15.0
0,40.0,35.0,25.0
0,40.0,35.0,25.0
0,40.0,35.0,25.0
0,40.0,35.0,25.0
0,40.0,35.0,25.0
0,40.0,20.0,25.0
0,40.0,30.0,25.0
0,40.0,30.0,25.0
0,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
1,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
2,40.0,35.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
3,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
4,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
5,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
6,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
7,40.0,30.0,25.0
