0.0,22.5,22.5,22.5
0.1,22.5,22.5,22.5
0.2,22.5,22.5,22.5
0.30000000000000000,22.5,22.5,22.5
0.4,22.5,22.5,22.5
0.5,20.0,22.5,20.0
0.6000000000000000,20.0,22.5,20.0
0.7000000000000000,20.0,22.5,20.0
0.8,20.0,22.5,20.0
0.9,20.0,22.5,20.0
1.0,20.0,22.5,20.0
1.1,20.0,22.5,20.0
1.2000000000000000,20.0,22.5,20.0
1.3,20.0,22.5,20.0
1.4000000000000000,20.0,22.5,20.0
1.5,20.0,22.5,20.0
1.6,20.0,22.5,20.0
1.7000000000000000,20.0,22.5,20.0
1.8,20.0,22.5,20.0
1.9000000000000000,20.0,22.5,20.0
2.0,20.0,22.5,20.0
2.1,20.0,22.5,20.0
2.2,20.0,22.5,20.0
2.3000000000000000,20.0,22.5,20.0
2.4000000000000000,20.0,22.5,20.0
2.5,20.0,22.5,20.0
2.6,20.0,22.5,20.0
2.7,20.0,22.5,20.0
2.8000000000000000,20.0,22.5,20.0
2.9000000000000000,20.0,22.5,20.0
3.0,20.0,22.5,20.0
3.1,20.0,22.5,20.0
3.2,20.0,22.5,20.0
3.3000000000000000,20.0,22.5,20.0
3.4000000000000000,20.0,22.5,20.0
3.5,20.0,22.5,20.0
3.6,20.0,22.5,20.0
3.7,20.0,22.5,20.0
3.8000000000000000,20.0,22.5,20.0
3.9000000000000000,20.0,22.5,20.0
4.0,20.0,22.5,20.0
4.1000000000000000,20.0,22.5,20.0
4.2,20.0,22.5,20.0
4.3,20.0,22.5,20.0
4.4,20.0,22.5,20.0
4.5,20.0,22.5,20.0
4.6000000000000000,20.0,22.5,20.0
4.7,20.0,22.5,20.0
4.800000000000000,20.0,22.5,20.0
4.9,20.0,22.5,20.0
5.0,20.0,22.5,20.0
5.1000000000000000,20.0,22.5,20.0
5.2,20.0,22.5,20.0
5.300000000000000,20.0,22.5,20.0
5.4,20.0,22.5,20.0
5.5,20.0,22.5,20.0
5.6000000000000000,20.0,22.5,20.0
5.7,20.0,22.5,20.0
5.800000000000000,20.0,22.5,20.0
5.9,20.0,22.5,20.0
6.0,20.0,22.5,20.0
6.1000000000000000,20.0,22.5,20.0
6.2,20.0,22.5,20.0
6.300000000000000,20.0,22.5,20.0
6.4,20.0,22.5,20.0
6.5,20.0,22.5,20.0
6.6000000000000000,20.0,22.5,20.0
6.7,20.0,22.5,20.0
6.800000000000000,20.0,22.5,20.0
6.9,20.0,22.5,20.0
7.0,20.0,22.5,20.0
7.1000000000000000,20.0,22.5,20.0
7.2,20.0,22.5,20.0
7.300000000000000,20.0,22.5,20.0
7.4,20.0,22.5,20.0
7.5,20.0,22.5,20.0
7.6000000000000000,20.0,22.5,20.0
7.7,20.0,22.5,20.0
7.800000000000000,20.0,22.5,20.0
7.9,20.0,22.5,20.0
8.0,20.0,22.5,20.0
8.1,20.0,22.5,20.0
8.200000000000000,20.0,22.5,20.0
8.3,20.0,22.5,20.0
8.4,20.0,22.5,20.0
8.5,20.0,22.5,20.0
8.6,20.0,22.5,20.0
8.700000000000000,20.0,22.5,20.0
8.8,20.0,22.5,20.0
8.9,20.0,22.5,20.0
9.0,20.0,22.5,20.0
9.1,20.0,22.5,20.0
9.200000000000000,20.0,22.5,20.0
9.3,20.0,22.5,20.0
9.4,20.0,22.5,20.0
9.5,20.0,22.5,20.0
9.600000000000000,20.0,22.5,20.0
9.700000000000000,20.0,22.5,20.0
9.8,20.0,22.5,20.0
9.9,20.0,22.5,20.0
10.0,20.0,25.0,22.5
