TIME,NIC:1,NIA:1,NIE:1
62.2,45.03085626,671.60293275,255.79282565
62.3,44.48278536,659.82194044,250.94414804
62.4,43.93925235,648.25782917,246.19544449
62.5,43.40029422,636.90671963,241.54459197
62.6,42.86594459,625.76478004,236.98950649
62.7,42.3362338,614.82822722,232.52814296
62.8,41.81118901,604.09332752,228.15849501
62.9,41.29083435,593.55639759,223.87859474
63,40.77519097,583.21380506,219.68651248
63.1,40.26427722,573.06196914,215.58035642
63.2,39.7581087,563.09736101,211.55827233
63.3,39.25669837,553.31650421,207.61844315
63.4,38.76005666,543.71597491,203.75908863
63.5,38.26819157,534.2924021,199.97846486
63.6,37.78110876,525.04246767,196.27486388
63.7,37.29881162,515.96290643,192.64661319
63.8,36.82130139,507.0505061,189.09207528
63.9,36.34857724,498.30210719,185.60964714
64,35.88063633,489.71460283,182.19775976
64.1,35.41747392,481.28493857,178.8548776
64.2,34.95908345,473.01011208,175.57949808
64.3,34.50545659,464.88717288,172.37015107
64.4,34.05658335,456.91322196,169.2253983
64.5,33.61245212,449.08541138,166.14383288
64.6,33.17304977,441.40094387,163.12407869
64.7,32.73836171,433.85707232,160.16478991
64.8,32.30837193,426.45109935,157.26465038
64.9,31.88306311,419.18037675,154.42237315
65,31.46241666,412.04230494,151.63669984
65.1,31.04641275,405.03433244,148.90640017
65.2,30.63503045,398.15395527,146.23027136
65.3,30.22824771,391.39871635,143.60713761
65.4,29.82604143,384.76620488,141.03584958
65.5,29.42838755,378.25405577,138.51528382
65.6,29.03526107,371.85994893,136.04434227
65.7,28.64663611,365.58160868,133.62195171
65.8,28.26248595,359.41680308,131.24706328
65.9,27.88278309,353.36334327,128.91865193
66,27.50749929,347.41908282,126.63571592
66.1,27.13660561,341.58191704,124.39727633
66.2,26.77007245,335.84978235,122.20237656
66.3,26.40786959,330.22065556,120.05008187
66.4,26.04996626,324.69255326,117.93947885
66.5,25.69633114,319.2635311,115.86967498
66.6,25.34693238,313.93168315,113.83979817
66.7,25.00173772,308.69514121,111.84899628
66.8,24.66071442,303.55207417,109.89643672
66.9,24.32382937,298.50068736,107.98130592
67,23.99104907,293.53922186,106.10280899
67.1,23.66233972,288.66595388,104.26016925
67.2,23.33766716,283.87919408,102.4526278
67.3,23.01699701,279.17728699,100.67944314
67.4,22.70029459,274.55861031,98.93989076
67.5,22.38752501,270.02157434,97.23326273
67.6,22.0786532,265.56462133,95.55886732
67.7,21.77364387,261.18622486,93.91602866
67.8,21.47246162,256.88488926,92.30408629
67.9,21.17507088,252.659149,90.72239488
68,20.88143601,248.50756811,89.17032382
68.1,20.59152125,244.42873957,87.6472569
68.2,20.30529077,240.42128479,86.15259194
68.3,20.02270871,236.48385298,84.68574052
68.4,19.74373916,232.61512065,83.24612756
68.5,19.4683462,228.81379103,81.83319109
68.6,19.1964939,225.07859355,80.44638188
68.7,18.92814637,221.40828328,79.08516318
68.8,18.66326772,217.80164047,77.74901039
68.9,18.40182213,214.25746994,76.43741077
69,18.14377384,210.77460068,75.14986317
69.1,17.88908714,207.35188529,73.88587777
69.2,17.63772643,203.9881995,72.64497576
69.3,17.38965619,200.68244172,71.42668911
69.4,17.14484102,197.43353254,70.23056032
69.5,16.90324564,194.24041428,69.05614214
69.6,16.66483489,191.10205056,67.90299733
69.7,16.42957376,188.01742582,66.77069845
69.8,16.19742738,184.9855449,65.65882756
69.9,15.96836105,182.00543263,64.56697607
70,15.74234022,179.07613338,63.49474447
70.1,15.51933054,176.19671067,62.44174211
70.2,15.29929782,173.36624677,61.407587
70.3,15.08220805,170.5838423,60.39190561
70.4,14.86802746,167.84861582,59.39433264
70.5,14.65672243,165.15970351,58.41451086
70.6,14.44825959,162.51625873,57.45209088
70.7,14.24260575,159.91745171,56.50673099
70.8,14.03972796,157.36246917,55.57809696
70.9,13.8395935,154.85051397,54.66586186
71,13.64216987,152.38080478,53.7697059
71.1,13.44742478,149.95257572,52.88931626
71.2,13.25532622,147.56507608,52.02438689
71.3,13.0658424,145.21756995,51.17461841
71.4,12.87894176,142.90933594,50.33971788
71.5,12.69459301,140.63966686,49.51939871
71.6,12.51276511,138.40786941,48.71338046
71.7,12.33342726,136.21326391,47.92138873
71.8,12.15654892,134.05518399,47.14315501
71.9,11.98209981,131.93297632,46.37841651
72,11.81004992,129.84600033,45.62691607
72.1,11.64036948,127.79362795,44.88840199
72.2,11.47302901,125.77524332,44.16262794
72.3,11.30799928,123.79024257,43.44935278
72.4,11.14525131,121.83803354,42.7483405
72.5,10.98475643,119.91803554,42.05936005
72.6,10.82648621,118.02967911,41.38218526
72.7,10.67041248,116.17240579,40.71659468
72.8,10.51650736,114.34566787,40.06237152
72.9,10.36474324,112.54892819,39.41930353
73,10.21509277,110.78165989,38.78718287
73.1,10.06752888,109.04334624,38.16580601
73.2,9.92202476,107.33348036,37.55497368
73.3,9.77855388,105.65156507,36.9544907
73.4,9.63708998,103.99711267,36.36416594
73.5,9.49760707,102.36964475,35.7838122
73.6,9.36007942,100.76869197,35.21324612
73.7,9.22448159,99.1937939,34.65228812
73.8,9.09078839,97.64449881,34.10076226
73.9,8.95897491,96.12036354,33.55849622
74,8.82901649,94.62095325,33.02532117
74.1,8.70088877,93.1458413,32.5010717
74.2,8.57456762,91.69460905,31.98558578
74.3,8.45002919,90.26684575,31.47870462
74.4,8.32724989,88.86214828,30.98027265
74.5,8.20620641,87.4801211,30.49013741
74.6,8.08687568,86.12037603,30.00814951
74.7,7.96923489,84.78253209,29.53416255
74.8,7.8532615,83.46621542,29.06803305
74.9,7.73893321,82.17105906,28.60962037
75,7.62622801,80.89670285,28.15878667
75.1,7.51512411,79.64279328,27.71539686
75.2,7.40559997,78.40898336,27.2793185
75.3,7.29763434,77.1949325,26.85042177
75.4,7.19120618,76.00030633,26.42857938
75.5,7.0862947,74.82477665,26.01366657
75.6,6.98287939,73.66802124,25.605561
75.7,6.88093995,72.52972378,25.20414272
75.8,6.78045634,71.40957369,24.80929412
75.9,6.68140875,70.30726607,24.42089989
76,6.5837776,69.22250156,24.03884691
76.1,6.48754358,68.15498619,23.6630243
76.2,6.39268759,67.10443135,23.29332329
76.3,6.29919076,66.07055362,22.9296372
76.4,6.20703447,65.0530747,22.5718614
76.5,6.1162003,64.05172129,22.21989329
76.6,6.0266701,63.06622501,21.87363218
76.7,5.93842589,62.09632227,21.53297936
76.8,5.85144997,61.14175423,21.19783794
76.9,5.76572483,60.20226665,20.8681129
77,5.68123317,59.27760982,20.54371101
77.1,5.59795793,58.3675385,20.22454081
77.2,5.51588226,57.47181178,19.91051255
77.3,5.43498951,56.59019304,19.60153817
77.4,5.35526326,55.72244984,19.29753126
77.5,5.27668729,54.86835386,18.99840704
77.6,5.19924557,54.0276808,18.70408229
77.7,5.12292231,53.20021031,18.41447537
77.8,5.0477019,52.38572591,18.12950612
77.9,4.97356893,51.58401493,17.8490959
78,4.90050819,50.79486842,17.5731675
78.1,4.82850468,50.01808108,17.30164516
78.2,4.75754359,49.25345121,17.0344545
78.3,4.68761029,48.5007806,16.77152249
78.4,4.61869034,47.75987453,16.51277748
78.5,4.55076952,47.03054162,16.2581491
78.6,4.48383375,46.31259383,16.00756828
78.7,4.41786918,45.60584638,15.7609672
78.8,4.35286211,44.91011768,15.51827927
78.9,4.28879903,44.22522926,15.27943913
79,4.22566662,43.55100575,15.04438257
79.1,4.16345171,42.88727478,14.81304657
79.2,4.10214134,42.23386694,14.58536923
79.3,4.0417227,41.59061574,14.36128977
79.4,3.98218315,40.95735752,14.1407485
79.5,3.92351023,40.33393144,13.9236868
79.6,3.86569164,39.72017939,13.71004709
79.7,3.80871524,39.11594596,13.49977284
79.8,3.75256906,38.52107839,13.2928085
79.9,3.69724129,37.93542649,13.08909952
80,3.64272028,37.35884265,12.88859233
80.1,3.58899455,36.79118175,12.69123429
80.2,3.53605274,36.23230111,12.49697369
80.3,3.48388368,35.68206048,12.30575975
80.4,3.43247633,35.14032197,12.11754257
80.5,3.38181981,34.60695001,11.93227313
80.6,3.33190339,34.0818113,11.74990327
80.7,3.28271647,33.56477479,11.57038567
80.8,3.23424863,33.05571163,11.39367385
80.9,3.18648954,32.55449512,11.21972212
81,3.13942906,32.06100068,11.0484856
81.1,3.09305717,31.57510582,10.87992019
81.2,3.04736398,31.09669007,10.71398256
81.3,3.00233975,30.625635,10.5506301
81.4,2.95797486,30.16182412,10.38982098
81.5,2.91425984,29.70514288,10.23151406
81.6,2.87118534,29.25547864,10.07566892
81.7,2.82874214,28.81272063,9.92224584
81.8,2.78692114,28.3767599,9.77120578
81.9,2.74571338,27.94748931,9.62251036
82,2.70511003,27.52480347,9.47612186
82.1,2.66510235,27.10859875,9.33200321
82.2,2.62568177,26.69877321,9.19011798
82.3,2.58683979,26.2952266,9.05043034
82.4,2.54856806,25.89786031,8.91290507
82.5,2.51085834,25.50657733,8.77750758
82.6,2.4737025,25.12128227,8.64420383
82.7,2.43709253,24.74188129,8.51296036
82.8,2.40102053,24.36828206,8.38374431
82.9,2.36547871,24.0003938,8.25652332
83,2.33045938,23.63812717,8.13126563
83.1,2.29595497,23.28139431,8.00793997
83.2,2.26195802,22.93010879,7.88651562
83.3,2.22846117,22.58418556,7.76696237
83.4,2.19545716,22.24354098,7.64925052
83.5,2.16293883,21.90809274,7.53335084
83.6,2.13089913,21.5777599,7.41923463
83.7,2.0993311,21.25246278,7.30687364
83.8,2.06822789,20.93212304,7.19624009
83.9,2.03758274,20.61666356,7.08730669
84,2.00738898,20.30600849,6.98004656
84.1,1.97764005,20.0000832,6.8744333
84.2,1.94832947,19.69881425,6.77044093
84.3,1.91945086,19.4021294,6.66804391
84.4,1.89099792,19.10995755,6.56721712
84.5,1.86296445,18.82222875,6.46793584
84.6,1.83534434,18.53887417,6.37017578
84.7,1.80813155,18.25982609,6.27391303
84.8,1.78132015,17.98501787,6.17912408
84.9,1.75490427,17.71438393,6.08578581
85,1.72887814,17.44785974,5.99387547
85.1,1.70323608,17.18538181,5.9033707
85.2,1.67797246,16.92688764,5.81424949
85.3,1.65308176,16.67231575,5.72649018
85.4,1.62855854,16.42160562,5.64007149
85.5,1.60439741,16.17469771,5.55497246
85.6,1.58059308,15.93153341,5.47117249
85.7,1.55714033,15.69205505,5.38865131
85.8,1.53403402,15.45620587,5.30738898
85.9,1.51126907,15.22393002,5.22736588
86,1.48884049,14.99517251,5.1485627
86.1,1.46674335,14.76987925,5.07096046
86.2,1.4449728,14.54799699,4.99454048
86.3,1.42352404,14.32947331,4.91928437
86.4,1.40239236,14.11425665,4.84517405
86.5,1.38157312,13.90229623,4.77219173
86.6,1.36106173,13.69354209,4.7003199
86.7,1.34085367,13.48794505,4.62954134
86.8,1.3209445,13.28545671,4.55983911
86.9,1.30132983,13.08602941,4.49119651
87,1.28200533,12.88961627,4.42359715
87.1,1.26296675,12.69617113,4.35702488
87.2,1.24420989,12.50564855,4.29146381
87.3,1.2257306,12.31800382,4.22689831
87.4,1.20752481,12.1331929,4.16331299
87.5,1.1895885,11.95117247,4.10069273
87.6,1.17191771,11.77189988,4.0390226
87.7,1.15450853,11.59533314,3.97828797
87.8,1.13735712,11.42143092,3.9184744
87.9,1.12045969,11.25015254,3.8595677
88,1.1038125,11.08145794,3.80155389
88.1,1.08741186,10.9153077,3.74441922
88.2,1.07125416,10.75166301,3.68815017
88.3,1.05533581,10.59048567,3.63273341
88.4,1.03965329,10.43173807,3.57815583
88.5,1.02420312,10.27538317,3.52440455
88.6,1.0089819,10.12138453,3.47146685
88.7,0.99398623,9.96970627,3.41933025
88.8,0.9792128,9.82031306,3.36798246
88.9,0.96465834,9.67317013,3.31741135
89,0.95031961,9.52824323,3.26760503
89.1,0.93619344,9.38549866,3.21855177
89.2,0.92227669,9.24490324,3.17024002
89.3,0.90856628,9.10642428,3.12265842
89.4,0.89505916,8.97002964,3.0757958
89.5,0.88175233,8.83568765,3.02964114
89.6,0.86864284,8.70336712,2.98418362
89.7,0.85572777,8.57303735,2.93941257
89.8,0.84300427,8.44466814,2.89531749
89.9,0.83046949,8.31822973,2.85188806
90,0.81812065,8.19369281,2.80911409
90.1,0.80595502,8.07102855,2.76698559
90.2,0.79396987,7.95020855,2.72549269
90.3,0.78216256,7.83120484,2.68462569
90.4,0.77053044,7.71398991,2.64437505
90.5,0.75907094,7.59853663,2.60473135
90.6,0.7477815,7.48481832,2.56568536
90.7,0.73665961,7.37280871,2.52722795
90.8,0.72570279,7.26248192,2.48935016
90.9,0.71490861,7.15381247,2.45204315
91,0.70427465,7.04677527,2.41529825
91.1,0.69379856,6.94134563,2.37910688
91.2,0.68347799,6.83749923,2.34346063
91.3,0.67331065,6.73521211,2.3083512
91.4,0.66329427,6.63446071,2.27377043
91.5,0.65342662,6.53522178,2.23971027
91.6,0.64370549,6.43747249,2.20616282
91.7,0.63412873,6.3411903,2.17312028
91.8,0.62469419,6.24635306,2.14057499
91.9,0.61539976,6.15293893,2.10851939
92,0.60624339,6.06092642,2.07694604
92.1,0.59722301,5.97029436,2.04584763
92.2,0.58833663,5.88102192,2.01521694
92.3,0.57958225,5.79308856,1.98504689
92.4,0.57095792,5.70647407,1.95533048
92.5,0.56246172,5.62115856,1.92606083
92.6,0.55409175,5.53712243,1.89723118
92.7,0.54584613,5.45434637,1.86883485
92.8,0.53772303,5.37281138,1.84086528
92.9,0.52972064,5.29249876,1.813316
93,0.52183716,5.21339006,1.78618065
93.1,0.51407083,5.13546714,1.75945296
93.2,0.50641991,5.05871214,1.73312675
93.3,0.4988827,4.98310744,1.70719596
93.4,0.49145752,4.90863572,1.6816546
93.5,0.48414269,4.83527991,1.65649677
93.6,0.47693659,4.76302321,1.63171668
93.7,0.4698376,4.69184905,1.60730861
93.8,0.46284414,4.62174114,1.58326695
93.9,0.45595464,4.55268343,1.55958614
94,0.44916756,4.48466011,1.53626075
94.1,0.44248138,4.41765561,1.51328539
94.2,0.43589461,4.3516546,1.49065478
94.3,0.42940576,4.28664198,1.46836371
94.4,0.42301339,4.22260287,1.44640706
94.5,0.41671607,4.15952264,1.42477978
94.6,0.41051239,4.09738687,1.4034769
94.7,0.40440096,4.03618134,1.38249351
94.8,0.3983804,3.97589208,1.3618248
94.9,0.39244938,3.91650531,1.34146603
95,0.38660656,3.85800745,1.32141251
95.1,0.38085063,3.80038516,1.30165965
95.2,0.37518031,3.74362527,1.2822029
95.3,0.36959432,3.68771482,1.26303781
95.4,0.36409141,3.63264104,1.24415999
95.5,0.35867036,3.57839138,1.22556509
95.6,0.35332993,3.52495345,1.20724885
95.7,0.34806895,3.47231505,1.18920709
95.8,0.34288622,3.42046419,1.17143566
95.9,0.33778059,3.36938903,1.1539305
96,0.33275091,3.31907792,1.13668758
96.1,0.32779605,3.26951941,1.11970297
96.2,0.32291491,3.22070218,1.10297278
96.3,0.31810639,3.17261511,1.08649317
96.4,0.3133694,3.12524725,1.07026038
96.5,0.30870289,3.07858779,1.05427069
96.6,0.30410582,3.03262612,1.03852044
96.7,0.29957714,2.98735176,1.02300604
96.8,0.29511585,2.9427544,1.00772392
96.9,0.29072093,2.89882388,0.99267061
97,0.28639142,2.8555502,0.97784266
97.1,0.28212633,2.81292351,0.96323668
97.2,0.2779247,2.77093411,0.94884933
97.3,0.27378561,2.72957244,0.93467733
97.4,0.2697081,2.68882909,0.92071744
97.5,0.26569128,2.64869479,0.90696648
97.6,0.26173424,2.60916041,0.8934213
97.7,0.25783609,2.57021695,0.88007881
97.8,0.25399595,2.53185556,0.86693597
97.9,0.25021297,2.49406752,0.85398978
98,0.24648629,2.45684422,0.84123728
98.1,0.24281507,2.42017721,0.82867557
98.2,0.2391985,2.38405816,0.81630178
98.3,0.23563576,2.34847885,0.8041131
98.4,0.23212605,2.3134312,0.79210673
98.5,0.22866858,2.27890724,0.78027995
98.6,0.22526258,2.24489913,0.76863005
98.7,0.22190728,2.21139914,0.75715439
98.8,0.21860192,2.17839966,0.74585035
98.9,0.21534577,2.1458932,0.73471536
99,0.21213809,2.11387237,0.72374687
99.1,0.20897816,2.0823299,0.7129424
99.2,0.20586527,2.05125863,0.70229947
99.3,0.20279873,2.02065151,0.69181567
99.4,0.19977783,1.99050158,0.68148862
99.5,0.19680192,1.960802,0.67131595
99.6,0.1938703,1.93154603,0.66129536
99.7,0.19098234,1.90272702,0.65142456
99.8,0.18813737,1.87433845,0.64170131
99.9,0.18533475,1.84637387,0.6321234
100,0.18257387,1.81882693,0.62268865
